Date:  22:56; «·≈À‰Ì‰; œÌ”„»— 20; 2021
Model name: Assem1
Study name: Thermal 1(-Default-)
Plot type: Thermal Thermal1
Time step: 1
Result Type: Temp 


Node  ;Value (Celsius)  ;X (mm)  ;Y (mm)  ;Z (mm)  ;Components
15424  ;34  ;315.21737671  ;-0.00000000  ;-175.00000000  ;pin fin-5
13160  ;33.6  ;326.08697510  ;-0.00000000  ;-175.00000000  ;pin fin-5
15417  ;33.3  ;336.95651245  ;-0.00000000  ;-175.00000000  ;pin fin-5
13161  ;33.1  ;347.82608032  ;-0.00000000  ;-175.00000000  ;pin fin-5
15410  ;32.8  ;358.69561768  ;-0.00000000  ;-175.00000000  ;pin fin-5
13162  ;32.6  ;369.56521606  ;-0.00000000  ;-175.00000000  ;pin fin-5
15403  ;32.4  ;380.43481445  ;-0.00000000  ;-175.00000000  ;pin fin-5
13163  ;32.2  ;391.30435181  ;-0.00000000  ;-175.00000000  ;pin fin-5
15394  ;32  ;402.17395020  ;-0.00000000  ;-175.00000000  ;pin fin-5
13164  ;31.8  ;413.04345703  ;-0.00000000  ;-175.00000000  ;pin fin-5
15386  ;31.7  ;423.91305542  ;-0.00000000  ;-175.00000000  ;pin fin-5
13165  ;31.6  ;434.78259277  ;-0.00000000  ;-175.00000000  ;pin fin-5
15379  ;31.4  ;445.65219116  ;-0.00000000  ;-175.00000000  ;pin fin-5
13166  ;31.3  ;456.52175903  ;-0.00000000  ;-175.00000000  ;pin fin-5
15371  ;31.2  ;467.39132690  ;-0.00000000  ;-175.00000000  ;pin fin-5
13167  ;31.1  ;478.26086426  ;-0.00000000  ;-175.00000000  ;pin fin-5
15363  ;31  ;489.13043213  ;-0.00000000  ;-175.00000000  ;pin fin-5
13168  ;30.9  ;500.00000000  ;-0.00000000  ;-175.00000000  ;pin fin-5
15356  ;30.8  ;510.86956787  ;-0.00000000  ;-175.00000000  ;pin fin-5
13169  ;30.8  ;521.73913574  ;-0.00000000  ;-175.00000000  ;pin fin-5
15349  ;30.7  ;532.60870361  ;-0.00000000  ;-175.00000000  ;pin fin-5
13170  ;30.6  ;543.47827148  ;-0.00000000  ;-175.00000000  ;pin fin-5
15342  ;30.6  ;554.34783936  ;-0.00000000  ;-175.00000000  ;pin fin-5
13171  ;30.5  ;565.21734619  ;-0.00000000  ;-175.00000000  ;pin fin-5
15334  ;30.5  ;576.08697510  ;-0.00000000  ;-175.00000000  ;pin fin-5
13172  ;30.4  ;586.95648193  ;-0.00000000  ;-175.00000000  ;pin fin-5
15326  ;30.4  ;597.82611084  ;-0.00000000  ;-175.00000000  ;pin fin-5
13173  ;30.4  ;608.69561768  ;-0.00000000  ;-175.00000000  ;pin fin-5
15318  ;30.3  ;619.56524658  ;-0.00000000  ;-175.00000000  ;pin fin-5
13174  ;30.3  ;630.43481445  ;-0.00000000  ;-175.00000000  ;pin fin-5
15309  ;30.3  ;641.30438232  ;-0.00000000  ;-175.00000000  ;pin fin-5
13175  ;30.2  ;652.17395020  ;-0.00000000  ;-175.00000000  ;pin fin-5
15300  ;30.2  ;663.04351807  ;-0.00000000  ;-175.00000000  ;pin fin-5
13176  ;30.2  ;673.91308594  ;-0.00000000  ;-175.00000000  ;pin fin-5
15291  ;30.2  ;684.78265381  ;-0.00000000  ;-175.00000000  ;pin fin-5
13177  ;30.1  ;695.65216064  ;-0.00000000  ;-175.00000000  ;pin fin-5
15282  ;30.1  ;706.52172852  ;-0.00000000  ;-175.00000000  ;pin fin-5
13178  ;30.1  ;717.39129639  ;-0.00000000  ;-175.00000000  ;pin fin-5
15273  ;30.1  ;728.26086426  ;-0.00000000  ;-175.00000000  ;pin fin-5
13179  ;30.1  ;739.13043213  ;-0.00000000  ;-175.00000000  ;pin fin-5
15264  ;30.1  ;750.00000000  ;-0.00000000  ;-175.00000000  ;pin fin-5
13180  ;30  ;760.86956787  ;-0.00000000  ;-175.00000000  ;pin fin-5
15254  ;30  ;771.73913574  ;-0.00000000  ;-175.00000000  ;pin fin-5
13181  ;30  ;782.60870361  ;-0.00000000  ;-175.00000000  ;pin fin-5
15248  ;30  ;793.47827148  ;-0.00000000  ;-175.00000000  ;pin fin-5
13182  ;30  ;804.34783936  ;-0.00000000  ;-175.00000000  ;pin fin-5
15240  ;30  ;815.21734619  ;-0.00000000  ;-175.00000000  ;pin fin-5
13183  ;30  ;826.08691406  ;-0.00000000  ;-175.00000000  ;pin fin-5
15232  ;30  ;836.95648193  ;-0.00000000  ;-175.00000000  ;pin fin-5
13184  ;30  ;847.82604980  ;-0.00000000  ;-175.00000000  ;pin fin-5
15224  ;30  ;858.69561768  ;-0.00000000  ;-175.00000000  ;pin fin-5
13185  ;30  ;869.56518555  ;-0.00000000  ;-175.00000000  ;pin fin-5
15217  ;30  ;880.43475342  ;-0.00000000  ;-175.00000000  ;pin fin-5
13186  ;30  ;891.30438232  ;-0.00000000  ;-175.00000000  ;pin fin-5
15209  ;30  ;902.17395020  ;-0.00000000  ;-175.00000000  ;pin fin-5
13187  ;30  ;913.04351807  ;-0.00000000  ;-175.00000000  ;pin fin-5
15200  ;30  ;923.91308594  ;-0.00000000  ;-175.00000000  ;pin fin-5
13188  ;30  ;934.78265381  ;-0.00000000  ;-175.00000000  ;pin fin-5
15191  ;30  ;945.65216064  ;-0.00000000  ;-175.00000000  ;pin fin-5
13189  ;29.9  ;956.52172852  ;-0.00000000  ;-175.00000000  ;pin fin-5
15182  ;29.9  ;967.39129639  ;-0.00000000  ;-175.00000000  ;pin fin-5
13190  ;29.9  ;978.26086426  ;-0.00000000  ;-175.00000000  ;pin fin-5
15914  ;29.9  ;989.13043213  ;-0.00000000  ;-175.00000000  ;pin fin-5
13095  ;29.9  ;1000.00000000  ;-0.00000000  ;-175.00000000  ;pin fin-5
